codelist,codelist_name,codelist_description,code_id,code_name,code_description,code_parent
ILO:CL_MEASURE(1.0),Measure,,POP_2LDR_RT,Labour dependency ratio -- ILO modelled estimates,"<strong>Imputed observations are not based on national data, are subject to high uncertainty and should not be used for country comparisons or rankings. </strong> &nbsp; This indicator provides the ratio of dependents (persons aged 0 to 14 + persons aged 15 and above that are either outside the labour force or unemployed) to total employment. The series is calculated based on ILO estimates that are harmonized to account for differences in national data and scope of coverage, collection and tabulation methodologies as well as for other country-specific factors. For more information, refer to the <a href=""https://ilostat.ilo.org/resources/concepts-and-definitions/"">concepts and definitions</a> page.",
ILO:CL_MEASURE(1.0),Measure,,POP_2POP_NB,Population -- UN estimates and projections,"<strong>Imputed observations are not based on national data, are subject to high uncertainty and should not be used for country comparisons or rankings. </strong> The total population comprises persons of all ages who were living in the country during the reference period, regardless of residency status or citizenship. The source for the population figures used is &quot;World Population Prospects: The 2017 Revision&quot; issued by the United Nations. For more information, refer to the <a href=""https://ilostat.ilo.org/resources/concepts-and-definitions/"">concepts and definitions</a> page.",
ILO:CL_MEASURE(1.0),Measure,,POP_XWAP_NB,Working-age population,"The working-age population is commonly defined as persons aged 15 years and older, but this varies from country to country. In addition to using a minimum age threshold, certain countries also apply a maximum age limit. For more information, refer to the <a href=""https://ilostat.ilo.org/resources/concepts-and-definitions/"">concepts and definitions</a> page.",
ILO:CL_MEASURE(1.0),Measure,,POP_3WAP_NB,Youth working-age population,"The working age population is commonly defined as persons aged 15 years and older, but this varies from country to country. Data are provided by sex, age and geographical coverage, which entails a disaggregation by rural and urban areas. For more information, refer to the <a href=""https://ilostat.ilo.org/resources/concepts-and-definitions/"">concepts and definitions</a> page.",
ILO:CL_MEASURE(1.0),Measure,,POP_3STG_NB,Youth working-age population,"The youth working-age population is defined as persons aged between 15 and 29 years old. Data are provided by sex, age and stages of transition.&nbsp; For more information, refer to the <a href=""https://ilostat.ilo.org/resources/concepts-and-definitions/"">concepts and definitions</a> page.",
ILO:CL_MEASURE(1.0),Measure,,POP_3FOR_NB,Youth working-age population,"The youth working-age population is defined as persons aged between 15 and 29 years old. Data are provided by sex, age and forms of transition.&nbsp; For more information, refer to the <a href=""https://ilostat.ilo.org/resources/concepts-and-definitions/"">concepts and definitions</a> page.",
ILO:CL_MEASURE(1.0),Measure,,POP_3TED_NB,Youth transited,"The youth transited population is defined as persons aged between 15 and 29 years old who are in stable employment, in&nbsp; satisfactory temporary employment, or in&nbsp; satisfactory self-employment. Data are provided by sex and status in employment according to the International Standard Classification of Status in Employment (ICSE-93). Status in employment refers to the type of explicit or implicit contract of employment the person has with other persons or organizations. For more information, refer to the <a href=""https://ilostat.ilo.org/resources/concepts-and-definitions/"">concepts and definitions</a> page.",
ILO:CL_MEASURE(1.0),Measure,,SDG_1041_RT,"[10.4.1] Labour share of GDP, comprising wages and social protection transfers","ILO modelled estimates. The labour income share in GDP is the ratio, in percentage, between total labour income and gross domestic product (a measure of total output), both provided in nominal terms.&nbsp;Labour income includes the compensation of employees and part of the income of the self-employed. Self-employed workers earn from both their work and capital ownership. Total compensation of employees refers to the remuneration, in cash or in kind, payable by an enterprise to an employee in return for work done by the latter during the accounting period. The labour income of self-employed is imputed on the basis of a statistical analysis of employees of similar characteristics. The labour income share after accounting for the labour income of the self-employed is often referred to as the adjusted labour income share in GDP. For more information, refer to the <a href=""https://ilostat.ilo.org/resources/concepts-and-definitions/"">concepts and definitions</a> page.",
ILO:CL_MEASURE(1.0),Measure,,MFL_FPOP_NB,Inflow of foreign-born population,No description available,
ILO:CL_MEASURE(1.0),Measure,,MFL_NCIT_NB,Inflow of non-citizens,No description available,
ILO:CL_MEASURE(1.0),Measure,,MNA_XRET_NB,Inflow of nationals returned from abroad,"Inflow of return migrants refers to the number of migrants who returned from a period of residence abroad to live again in their country of citizenship (or country of birth, depending on the context). Data are disaggregated by sex and previous country of residence, that is, the country where they resided prior to their return. For more information, refer to the <a href=""https://ilostat.ilo.org/resources/concepts-and-definitions/"">concepts and definitions</a> page.",
ILO:CL_MEASURE(1.0),Measure,,MFL_FWAP_NB,Inflow of foreign-born working-age population,No description available,
ILO:CL_MEASURE(1.0),Measure,,MFL_NWAP_NB,Inflow of non-citizens of working age,No description available,
ILO:CL_MEASURE(1.0),Measure,,MFL_FEMP_NB,Inflow of foreign-born employed persons,No description available,
ILO:CL_MEASURE(1.0),Measure,,MNA_OPOP_NB,Outflow of nationals,"The outflows of nationals for any given country refer to the number of its legal citizens who changed their country of usual residence to outside of that country during the reference period. A person&#39;s country of usual residence is the country in which the person has a place to live where he or she normally spends the daily period of rest. Temporary travel abroad for purposes of recreation, holiday, business, medical treatment or religious pilgrimage does not entail a change in the country of usual residence. Data are disaggregated by sex. For more information, refer to the <a href=""https://ilostat.ilo.org/resources/concepts-and-definitions/"">concepts and definitions</a> page.",
ILO:CL_MEASURE(1.0),Measure,,MFL_NEMP_NB,Inflow of employed non-citizens,No description available,
ILO:CL_MEASURE(1.0),Measure,,EAP_2EAP_NB,Labour force -- ILO modelled estimates,"<strong>Imputed observations are not based on national data, are subject to high uncertainty and should not be used for country comparisons or rankings. </strong> The labour force comprises all persons of working age who furnish the supply of labour for the production of goods and services during a specified time-reference period. It refers to the sum of all persons of working age who are employed and those who are unemployed. The series is part of the ILO estimates and is harmonized to account for differences in national data and scope of coverage, collection and tabulation methodologies as well as for other country-specific factors. For more information, refer to the <a href=""https://ilostat.ilo.org/resources/concepts-and-definitions/"">concepts and definitions</a> page.",
ILO:CL_MEASURE(1.0),Measure,,EAP_2MDN_NB,Median age of the labour force -- ILO modelled estimates,"<strong>Imputed observations are not based on national data, are subject to high uncertainty and should not be used for country comparisons or rankings. </strong> The median age marks the point where half the group is older than that age and half is younger. The labour force comprises all persons of working age who furnish the supply of labour for the production of goods and services during a specified time-reference period. It refers to the sum of all persons of working age who are employed and those who are unemployed. The series is part of the ILO estimates and is harmonized to account for differences in national data and scope of coverage, collection and tabulation methodologies as well as for other country-specific factors. For more information, refer to the <a href=""https://ilostat.ilo.org/resources/concepts-and-definitions/"">concepts and definitions</a> page.",
ILO:CL_MEASURE(1.0),Measure,,EAP_TEAP_NB,Labour force,"The labour force comprises all persons of working age who furnish the supply of labour for the production of goods and services during a specified time-reference period. It refers to the sum of all persons of working age who are employed and those who are unemployed. For more information, refer to the <a href=""https://ilostat.ilo.org/resources/concepts-and-definitions/"">concepts and definitions</a> page.",
ILO:CL_MEASURE(1.0),Measure,,EAP_3EAP_NB,Youth labour force,"The labour force comprises all persons of working age who furnish the supply of labour for the production of goods and services during a specified time-reference period. It refers to the sum of all persons of working age who are employed and those who are unemployed. Data are provided by age and geographical coverage, which entails a disaggregation by rural and urban areas. For more information, refer to the <a href=""https://ilostat.ilo.org/resources/concepts-and-definitions/"">concepts and definitions</a> page.",
ILO:CL_MEASURE(1.0),Measure,,EAP_TEA1_NB,"Labour force, seasonally adjusted series","The labour force comprises all persons of working age who furnish the supply of labour for the production of goods and services during a specified time-reference period. It refers to the sum of all persons of working age who are employed and those who are unemployed. For more information, refer to the <a href=""https://ilostat.ilo.org/resources/concepts-and-definitions/"">concepts and definitions</a> page.",
ILO:CL_MEASURE(1.0),Measure,,EAP_2WAP_RT,Labour force participation rate -- ILO modelled estimates,"<strong>Imputed observations are not based on national data, are subject to high uncertainty and should not be used for country comparisons or rankings. </strong> The labour force comprises all persons of working age who furnish the supply of labour for the production of goods and services during a specified time-reference period. It refers to the sum of all persons of working age who are employed and those who are unemployed. The series is part of the ILO estimates and is harmonized to account for differences in national data and scope of coverage, collection and tabulation methodologies as well as for other country-specific factors. For more information, refer to the <a href=""https://ilostat.ilo.org/resources/concepts-and-definitions/"">concepts and definitions</a> page.",
ILO:CL_MEASURE(1.0),Measure,,EAP_DWAP_RT,Labour force participation rate,"The labour force participation rate is the labour force as a percent of the working age population. For more information, refer to the <a href=""https://ilostat.ilo.org/resources/concepts-and-definitions/"">concepts and definitions</a> page.",
ILO:CL_MEASURE(1.0),Measure,,EAP_3WAP_RT,Youth labour force participation rate,"The labour force participation rate is the labour force as a percent of the working age population. For more information, refer to the <a href=""https://ilostat.ilo.org/resources/concepts-and-definitions/"">concepts and definitions</a> page.",
ILO:CL_MEASURE(1.0),Measure,,EMP_2EMP_NB,Employment -- ILO modelled estimates,"<strong>Imputed observations are not based on national data, are subject to high uncertainty and should not be used for country comparisons or rankings. </strong> The employed comprise all persons of working age who, during a specified brief period, were in one of the following categories: a) paid employment (whether at work or with a job but not at work); or b) self-employment (whether at work or with an enterprise but not at work). The series is part of the ILO estimates and is harmonized to account for differences in national data and scope of coverage, collection and tabulation methodologies as well as for other country-specific factors. For more information, refer to the <a href=""https://ilostat.ilo.org/resources/concepts-and-definitions/"">concepts and definitions</a> page.",
ILO:CL_MEASURE(1.0),Measure,,EAP_DWA1_RT,"Labour force participation rate, seasonally adjusted series","The labour force participation rate is the labour force as a percent of the working age population. For more information, refer to the <a href=""https://ilostat.ilo.org/resources/concepts-and-definitions/"">concepts and definitions</a> page.",
ILO:CL_MEASURE(1.0),Measure,,EMP_TEMP_NB,Employment,"The employed comprise all persons of working age who, during a specified brief period, were in one of the following categories: a) paid employment (whether at work or with a job but not at work); or b) self-employment (whether at work or with an enterprise but not at work). For more information, refer to the <a href=""https://ilostat.ilo.org/resources/concepts-and-definitions/"">concepts and definitions</a> page.",
ILO:CL_MEASURE(1.0),Measure,,EMP_STAT_NB,Employment,"The employed comprise all persons of working age who, during a specified brief period, were in one of the following categories: a) paid employment (whether at work or with a job but not at work); or b) self-employment (whether at work or with an enterprise but not at work). Data are disaggregated by level of education, which refers to the highest level of education completed, classified according to the International Standard Classification of Education (ISCED). For more information, refer to the <a href=""https://ilostat.ilo.org/resources/concepts-and-definitions/"">concepts and definitions</a> page.",
ILO:CL_MEASURE(1.0),Measure,,EMP_NORM_NB,Employment,"The employed comprise all persons of working age who, during a specified brief period, were in one of the following categories: a) paid employment (whether at work or with a job but not at work); or b) self-employment (whether at work or with an enterprise but not at work). Data are disaggregated by level of education, which refers to the highest level of education completed, classified according to the International Standard Classification of Education (ISCED). For more information, refer to the <a href=""https://ilostat.ilo.org/resources/concepts-and-definitions/"">concepts and definitions</a> page.",
ILO:CL_MEASURE(1.0),Measure,,EMP_3EMP_NB,Youth employment,"The employed comprise all persons of working age who, during a specified brief period, were in one of the following categories: a) paid employment (whether at work or with a job but not at work); or b) self-employment (whether at work or with an enterprise but not at work). Data are provided by age and geographical coverage, which entails a disaggregation by rural and urban areas. For more information, refer to the <a href=""https://ilostat.ilo.org/resources/concepts-and-definitions/"">concepts and definitions</a> page.",
ILO:CL_MEASURE(1.0),Measure,,EMP_TEM1_NB,"Employment, seasonally adjusted series","The employed comprise all persons of working age who, during a specified brief period, were in one of the following categories: a) paid employment (whether at work or with a job but not at work); or b) self-employment (whether at work or with an enterprise but not at work). For more information, refer to the <a href=""https://ilostat.ilo.org/resources/concepts-and-definitions/"">concepts and definitions</a> page.",
ILO:CL_MEASURE(1.0),Measure,,MST_TEMP_NB,Employment,No description available,
ILO:CL_MEASURE(1.0),Measure,,MST_TUNE_NB,Unemployment,No description available,
ILO:CL_MEASURE(1.0),Measure,,MST_TEIP_NB,Persons outside the labour force,No description available,
ILO:CL_MEASURE(1.0),Measure,,MNA_OEMP_NB,Outflow of employed nationals,"The outflows of nationals for employment for any given country refer to the number of its citizens who changed their country of usual residence to outside of that country during the reference period for the purpose of employment. Data are disaggregated by sex. For more information, refer to the <a href=""https://ilostat.ilo.org/resources/concepts-and-definitions/"">concepts and definitions</a> page.",
ILO:CL_MEASURE(1.0),Measure,,UNE_2UNE_NB,Unemployment -- ILO modelled estimates,"<strong>Imputed observations are not based on national data, are subject to high uncertainty and should not be used for country comparisons or rankings. </strong> The unemployment rate is the number of persons who are unemployed as a percent of the total number of employed and unemployed persons (i.e., the labour force). The series is part of the ILO estimates and is harmonized to account for differences in national data and scope of coverage, collection and tabulation methodologies as well as for other country-specific factors. For more information, refer to the <a href=""https://ilostat.ilo.org/resources/concepts-and-definitions/"">concepts and definitions</a> page.",
ILO:CL_MEASURE(1.0),Measure,,UNE_2EAP_RT,Unemployment rate -- ILO modelled estimates,"<strong>Imputed observations are not based on national data, are subject to high uncertainty and should not be used for country comparisons or rankings. </strong> The unemployment rate is the number of persons who are unemployed as a percent of the total number of employed and unemployed persons (i.e., the labour force). The series is part of the ILO estimates and is harmonized to account for differences in national data and scope of coverage, collection and tabulation methodologies as well as for other country-specific factors. For more information, refer to the <a href=""https://ilostat.ilo.org/resources/concepts-and-definitions/"">concepts and definitions</a> page.",
ILO:CL_MEASURE(1.0),Measure,,EIP_2EIP_NB,Persons outside the labour force -- ILO modelled estimates,"<strong>Imputed observations are not based on national data, are subject to high uncertainty and should not be used for country comparisons or rankings. </strong> Persons outside the labour force comprise all persons of working age who, during the specified reference period, were not in the labour force (that is, were not employed or unemployed). The series is part of the ILO estimates and is harmonized to account for differences in national data and scope of coverage, collection and tabulation methodologies as well as for other country-specific factors. For more information, refer to the <a href=""https://ilostat.ilo.org/resources/concepts-and-definitions/"">concepts and definitions</a> page.",
ILO:CL_MEASURE(1.0),Measure,,EMP_DWAP_RT,Employment-to-population ratio,"The employment-to-population ratio is the number of persons who are employed as a percent of the total of working age population. For more information, refer to the <a href=""https://ilostat.ilo.org/resources/concepts-and-definitions/"">concepts and definitions</a> page.",
ILO:CL_MEASURE(1.0),Measure,,EMP_3WAP_RT,Youth employment-to-population ratio,"The employment-to-population ratio is the number of persons who are employed as a percent of the total of working age population. For more information, refer to the <a href=""https://ilostat.ilo.org/resources/concepts-and-definitions/"">concepts and definitions</a> page.",
ILO:CL_MEASURE(1.0),Measure,,EMP_DWA1_RT,"Employment-to-population ratio, seasonally adjusted series","The employment-to-population ratio is the number of persons who are employed as a percent of the total of working age population. For more information, refer to the <a href=""https://ilostat.ilo.org/resources/concepts-and-definitions/"">concepts and definitions</a> page.",
ILO:CL_MEASURE(1.0),Measure,,EMP_PTER_RT,Part-time employment rate,"The incidence of part-time employment, also known as the part-time employment rate, represents the percentage of employment that is part time. Part time employment in this table is based on a common definition of less than 35 actual weekly hours worked. It is derived from the indicator on employment by sex and actual weekly hours worked. For more information, refer to the <a href=""https://ilostat.ilo.org/resources/concepts-and-definitions/"">concepts and definitions</a> page.",
ILO:CL_MEASURE(1.0),Measure,,TRU_TTRU_NB,Time-related underemployment,"Persons in time-related underemployment comprise all persons in employment, who satisfy the following three criteria during the reference period: a) are willing to work additional hours; b) are available to work additional hours i.e., are ready, within a specified subsequent period, to work additional hours, given opportunities for additional work; and c) worked less than a threshold relating to working time i.e., persons whose hours actually worked in all jobs during the reference period were below a threshold, to be chosen according to national circumstances. For details, refer to the Resolution concerning the measurement of underemployment and inadequate employment situations. For more information, refer to the <a href=""https://ilostat.ilo.org/resources/concepts-and-definitions/"">concepts and definitions</a> page.",
ILO:CL_MEASURE(1.0),Measure,,TRU_3TRU_NB,Youth time-related underemployment,"Persons in time-related underemployment comprise all persons in employment, who satisfy the following three criteria during the reference period: a) are willing to work additional hours; b) are available to work additional hours i.e., are ready, within a specified subsequent period, to work additional hours, given opportunities for additional work; and c) worked less than a threshold relating to working time i.e., persons whose hours actually worked in all jobs during the reference period were below a threshold, to be chosen according to national circumstances. For details, refer to the Resolution concerning the measurement of underemployment and inadequate employment situations. Data are provided by age and geographical coverage, which entails a disaggregation by rural and urban areas. For more information, refer to the <a href=""https://ilostat.ilo.org/resources/concepts-and-definitions/"">concepts and definitions</a> page.",
ILO:CL_MEASURE(1.0),Measure,,EMP_2TRU_RT,Time-related underemployment rate -- ILO modelled estimates,No description available,
ILO:CL_MEASURE(1.0),Measure,,TRU_DEMP_RT,Time-related underemployment rate,"The time-related underemployment rate conveys the number of persons in time-related underemployment as a percent of the total number of persons in employment. Persons in time-related underemployment comprise all persons in employment, who satisfy the following three criteria during the reference period: a) are willing to work additional hours; b) are available to work additional hours i.e., are ready, within a specified subsequent period, to work additional hours, given opportunities for additional work; and c) worked less than a threshold relating to working time i.e., persons whose hours actually worked in all jobs during the reference period were below a threshold, to be chosen according to national circumstances. For details, refer to the Resolution concerning the measurement of underemployment and inadequate employment situations. For more information, refer to the <a href=""https://ilostat.ilo.org/resources/concepts-and-definitions/"">concepts and definitions</a> page.",
ILO:CL_MEASURE(1.0),Measure,,EES_TEES_NB,Employees,"Employees are all those workers who hold paid employment jobs, which are those where the incumbents hold employment contracts which give them a basic remuneration not directly dependent upon the revenue of the unit for which they work. Data are provided by institutional sector, which refers to disaggregations by public and private sector employment. Public sector employment covers employment in the government sector plus employment in publicly-owned resident enterprises and companies, operating at central, state (or regional) and local levels of government. It covers all persons employed directly by those institutions, regardless of the particular type of employment contract. Private sector employment comprises employment in all resident units operated by private enterprises, that is, it excludes enterprises controlled or operated by the government sector. For more information, refer to the <a href=""https://ilostat.ilo.org/resources/concepts-and-definitions/"">concepts and definitions</a> page.",
ILO:CL_MEASURE(1.0),Measure,,EES_3EES_NB,Youth employees,"Employees are all those workers who hold paid employment jobs, which are those where the incumbents hold employment contracts which give them a basic remuneration not directly dependent upon the revenue of the unit for which they work. For more information, refer to the <a href=""https://ilostat.ilo.org/resources/concepts-and-definitions/"">concepts and definitions</a> page.",
ILO:CL_MEASURE(1.0),Measure,,UNE_TUNE_NB,Unemployment,"The unemployed comprise all persons of working age who were: a) without work during the reference period, i.e. were not in paid employment or self-employment; b) currently available for work, i.e. were available for paid employment or self-employment during the reference period; and c) seeking work, i.e. had taken specific steps in a specified recent period to seek paid employment or self-employment. For purposes of international comparability, the period of job search is often defined as the preceding four weeks, but this varies from country to country. The specific steps taken to seek employment may include registration at a public or private employment exchange; application to employers; checking at worksites, farms, factory gates, market or other assembly places; placing or answering newspaper advertisements; seeking assistance of friends or relatives; looking for land, building, machinery or equipment to establish own enterprise; arranging for financial resources; and applying for permits and licences. For more information, refer to the <a href=""https://ilostat.ilo.org/resources/concepts-and-definitions/"">concepts and definitions</a> page.",
ILO:CL_MEASURE(1.0),Measure,,UNE_3UNE_NB,Youth unemployment,"The unemployed comprise all persons of working age who were: a) without work during the reference period, i.e. were not in paid employment or self-employment; b) currently available for work, i.e. were available for paid employment or self-employment during the reference period; and c) seeking work, i.e. had taken specific steps in a specified recent period to seek paid employment or self-employment. For purposes of international comparability, the period of job search is often defined as the preceding four weeks, but this varies from country to country. The specific steps taken to seek employment may include registration at a public or private employment exchange; application to employers; checking at worksites, farms, factory gates, market or other assembly places; placing or answering newspaper advertisements; seeking assistance of friends or relatives; looking for land, building, machinery or equipment to establish own enterprise; arranging for financial resources; and applying for permits and licences. Data are provided by age and geographical coverage, which entails a disaggregation by rural and urban areas. For more information, refer to the <a href=""https://ilostat.ilo.org/resources/concepts-and-definitions/"">concepts and definitions</a> page.",
ILO:CL_MEASURE(1.0),Measure,,UNE_TUN1_NB,"Unemployment, seasonally adjusted series","The unemployed comprise all persons of working age who were: a) without work during the reference period, i.e. were not in paid employment or self-employment; b) currently available for work, i.e. were available for paid employment or self-employment during the reference period; and c) seeking work, i.e. had taken specific steps in a specified recent period to seek paid employment or self-employment. For purposes of international comparability, the period of job search is often defined as the preceding four weeks, but this varies from country to country. The specific steps taken to seek employment may include registration at a public or private employment exchange; application to employers; checking at worksites, farms, factory gates, market or other assembly places; placing or answering newspaper advertisements; seeking assistance of friends or relatives; looking for land, building, machinery or equipment to establish own enterprise; arranging for financial resources; and applying for permits and licences. Data are disaggregated by duration of unemployment. For more information, refer to the <a href=""https://ilostat.ilo.org/resources/concepts-and-definitions/"">concepts and definitions</a> page.",
ILO:CL_MEASURE(1.0),Measure,,UNE_DEAP_RT,Unemployment rate,"The unemployment rate is the number of persons who are unemployed as a percent of the total number of employed and unemployed persons (i.e., the labour force). For more information, refer to the <a href=""https://ilostat.ilo.org/resources/concepts-and-definitions/"">concepts and definitions</a> page.",
ILO:CL_MEASURE(1.0),Measure,,GED_XLU4_RT,Prime-age composite rate of labour underutilization (LU4),"LU4 represents the share of the extended labour force, in this case for persons of prime age (i.e., persons ages 25 to 54), that are in unemployment, time-related underemployment or the potential labour force. For more information, refer to the <a href=""https://ilostat.ilo.org/resources/concepts-and-definitions/"">concepts and definitions</a> page.",
ILO:CL_MEASURE(1.0),Measure,,UNE_3EAP_RT,Youth unemployment rate,"The unemployment rate is the number of persons who are unemployed as a percent of the total number of employed and unemployed persons (i.e., the labour force). For more information, refer to the <a href=""https://ilostat.ilo.org/resources/concepts-and-definitions/"">concepts and definitions</a> page.",
ILO:CL_MEASURE(1.0),Measure,,GED_XLU3_RT,Prime-age combined rate of unemployment and potential labour force (LU3),"LU3 represents the share of the extended labour force, in this case for persons of prime age (i.e., persons ages 25 to 54), that are in unemployment or the potential labour force. For more information, refer to the <a href=""https://ilostat.ilo.org/resources/concepts-and-definitions/"">concepts and definitions</a> page.",
ILO:CL_MEASURE(1.0),Measure,,GED_XLU2_RT,Prime-age combined rate of time-related underemployment and unemployment (LU2),"LU2 represents the share of the labour force, in this case for persons of prime age (i.e., persons ages 25 to 54), that are either in unemployment or time-related underemployment. For more information, refer to the <a href=""https://ilostat.ilo.org/resources/concepts-and-definitions/"">concepts and definitions</a> page.",
ILO:CL_MEASURE(1.0),Measure,,UNE_3WAP_RT,Youth unemployment-to-population ratio,"The unemployment-to-population ratio is the number of persons who are unemployed e as a percent of the working age population. Data are provided by school attendance status, student or not student.&lt;/p&gt; For more information, refer to the <a href=""https://ilostat.ilo.org/resources/concepts-and-definitions/"">concepts and definitions</a> page.",
ILO:CL_MEASURE(1.0),Measure,,GED_XLU1_RT,Prime-age unemployment rate,"Prime-age refers to persons aged 25 to 54 years. The unemployment rate conveys the number of persons who are unemployed as a percent of the labour force (i.e., the employed plus the unemployed). The unemployed comprise all persons of working age who were: a) without work during the reference period, i.e. were not in paid employment or self-employment; b) currently available for work, i.e. were available for paid employment or self-employment during the reference period; and c) seeking work, i.e. had taken specific steps in a specified recent period to seek paid employment or self-employment. For more information, refer to the <a href=""https://ilostat.ilo.org/resources/concepts-and-definitions/"">concepts and definitions</a> page.",
ILO:CL_MEASURE(1.0),Measure,,UNE_DEA1_RT,"Unemployment rate, seasonally adjusted series","The unemployment rate is the number of persons who are unemployed as a percent of the total number of employed and unemployed persons (i.e., the labour force). For more information, refer to the <a href=""https://ilostat.ilo.org/resources/concepts-and-definitions/"">concepts and definitions</a> page.",
ILO:CL_MEASURE(1.0),Measure,,EIP_WPLF_NB,Potential labour force,"Discouraged job-seekers refer to those persons of working age who during a specified reference period were without work and available for work, but did not look for work in the recent past for specific reasons (for example, believing that there were no jobs available, believing there were none for which they would qualify, or having given up hope of finding employment). The working age population is commonly defined as persons aged 15 years and older, but this varies from country to country. In addition to using a minimum age threshold, certain countries also apply a maximum age limit. For more information, refer to the <a href=""https://ilostat.ilo.org/resources/concepts-and-definitions/"">concepts and definitions</a> page.",
ILO:CL_MEASURE(1.0),Measure,,LUU_XLU2_RT,Combined rate of time-related underemployment and unemployment (LU2),"LU2 represents the share of the labour force that are either in unemployment or time-related underemployment. For more information, refer to the <a href=""https://ilostat.ilo.org/resources/concepts-and-definitions/"">concepts and definitions</a> page.",
ILO:CL_MEASURE(1.0),Measure,,LUU_2LU3_RT,Combined rate of unemployment and potential labour force (LU3) -- ILO modelled estimates,"<strong>Imputed observations are not based on national data, are subject to high uncertainty and should not be used for country comparisons or rankings. </strong> LU3 represents the share of the extended labour force that are in unemployment or the potential labour force. This indicator is part of the&nbsp;<em>ILO Estimates and Projections</em> series. For more information, refer to the <a href=""https://ilostat.ilo.org/resources/concepts-and-definitions/"">concepts and definitions</a> page.",
ILO:CL_MEASURE(1.0),Measure,,LUU_XLU3_RT,Combined rate of unemployment and potential labour force (LU3),"LU3 represents the share of the extended labour force that are in unemployment or the potential labour force. For more information, refer to the <a href=""https://ilostat.ilo.org/resources/concepts-and-definitions/"">concepts and definitions</a> page.",
ILO:CL_MEASURE(1.0),Measure,,LUU_XLU4_RT,Composite rate of labour underutilization (LU4),"LU4 represents the share of the extended labour force that are in unemployment, time-related underemployment or the potential labour force. For more information, refer to the <a href=""https://ilostat.ilo.org/resources/concepts-and-definitions/"">concepts and definitions</a> page.",
ILO:CL_MEASURE(1.0),Measure,,EIP_2EET_NB,"Youth not in employment, education or training (NEET) -- ILO modelled estimates","<strong>Imputed observations are not based on national data, are subject to high uncertainty and should not be used for country comparisons or rankings. </strong> For statistical purposes, youth are defined as persons between the ages of 15 and 24 years. Youth not in education are those who were neither enrolled in school nor in a formal training program (e.g. vocational training) during a specified reference period (e.g., one week). For more information, refer to the indicator description and the ILO estimates and projections methodological note. For more information, refer to the <a href=""https://ilostat.ilo.org/resources/concepts-and-definitions/"">concepts and definitions</a> page.",
ILO:CL_MEASURE(1.0),Measure,,EIP_TEIP_NB,Persons outside the labour force,"Persons outside the labour force comprise all persons of working age who, during the specified reference period, were not in the labour force (that is, were not employed or unemployed). The working age population is commonly defined as persons aged 15 years and older, but this varies from country to country. In addition to using a minimum age threshold, certain countries also apply a maximum age limit. For more information, refer to the <a href=""https://ilostat.ilo.org/resources/concepts-and-definitions/"">concepts and definitions</a> page.",
ILO:CL_MEASURE(1.0),Measure,,EIP_3EIP_NB,Youth outside the labour force,"Persons outside the labour force comprise all persons of working age who, during the specified reference period, were not in the labour force (that is, were not employed or unemployed). The working age population is commonly defined as persons aged 15 years and older, but this varies from country to country. Data are provided by age and geographical coverage, which entails a disaggregation by rural and urban areas. For more information, refer to the <a href=""https://ilostat.ilo.org/resources/concepts-and-definitions/"">concepts and definitions</a> page.",
ILO:CL_MEASURE(1.0),Measure,,EIP_NEET_NB,"Youth not in employment, education or training (NEET)","For statistical purposes, youth are defined as persons between the ages of 15 and 24 years. Youth not in education are those who were neither enrolled in school nor in a formal training program (e.g. vocational training) during a specified reference period (e.g., one week). For more information, refer to the <a href=""https://ilostat.ilo.org/resources/concepts-and-definitions/"">concepts and definitions</a> page.",
ILO:CL_MEASURE(1.0),Measure,,EIP_WDIS_NB,Discouraged job-seekers,"Discouraged job-seekers refer to those persons of working age who during a specified reference period were without work and available for work, but did not look for work in the recent past for specific reasons (for example, believing that there were no jobs available, believing there were none for which they would qualify, or having given up hope of finding employment). The working age population is commonly defined as persons aged 15 years and older, but this varies from country to country. In addition to using a minimum age threshold, certain countries also apply a maximum age limit. For more information, refer to the <a href=""https://ilostat.ilo.org/resources/concepts-and-definitions/"">concepts and definitions</a> page.",
ILO:CL_MEASURE(1.0),Measure,,EIP_3DIS_NB,Youth discouraged job-seekers,"Discouraged job-seekers refer to those persons of working age who during a specified reference period were without work and available for work, but did not look for work in the recent past for specific reasons (for example, believing that there were no jobs available, believing there were none for which they would qualify, or having given up hope of finding employment). For more information, refer to the <a href=""https://ilostat.ilo.org/resources/concepts-and-definitions/"">concepts and definitions</a> page.",
ILO:CL_MEASURE(1.0),Measure,,EIP_DWAP_RT,Inactivity rate,"This indicator conveys the number of persons of working age outside the labour force (that is, not employed or unemployed) expressed as a percentage of the working-age population. The working-age population is commonly defined as persons aged 15 years and older, but this varies from country to country. In addition to using a minimum age threshold, certain countries also apply a maximum age limit. For more information, refer to the <a href=""https://ilostat.ilo.org/resources/concepts-and-definitions/"">concepts and definitions</a> page.",
ILO:CL_MEASURE(1.0),Measure,,EIP_3WAP_RT,Youth inactivity rate,"This indicator conveys the number of persons of working age outside the labour force (that is, not employed or unemployed) expressed as a percentage of the working-age population. The working-age population is commonly defined as persons aged 15 years and older, but this varies from country to country. In addition to using a minimum age threshold, certain countries also apply a maximum age limit. For more information, refer to the <a href=""https://ilostat.ilo.org/resources/concepts-and-definitions/"">concepts and definitions</a> page.",
